FrameNumber,ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,CamX,CamY,CamZ,CamPitch,CamYaw,CamRoll,WorldSizeX,WorldSizeY,WorldSizeZ
117,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,383,1228,383,1228,640.197,1769.235,438.319,600.292,1714.465,487.044,-2.850,106.840,0.000,62.029,32.029,136.731
118,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,0,22,209,575,209,553,633.125,1767.961,496.933,599.080,1714.095,486.585,-0.989,107.115,0.000,31.777,24.381,16.822
118,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,0,880,166,1169,166,289,623.279,1768.143,462.888,599.080,1714.095,486.585,-0.989,107.115,0.000,10.275,10.275,9.938
118,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,1013,779,1184,925,171,146,540.728,1772.905,463.000,599.080,1714.095,486.585,-0.989,107.115,0.000,10.275,10.275,9.938
118,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,347,1228,347,1228,640.197,1769.235,438.319,599.080,1714.095,486.585,-0.989,107.115,0.000,62.029,32.029,136.731
119,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,0,45,187,597,187,552,633.125,1767.961,496.933,597.676,1713.659,486.114,1.143,107.435,0.000,31.777,24.381,16.822
119,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,0,907,128,1208,128,301,623.279,1768.143,462.888,597.676,1713.659,486.114,1.143,107.435,0.000,10.275,10.275,9.938
119,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,997,804,1168,952,171,148,540.728,1772.905,463.000,597.676,1713.659,486.114,1.143,107.435,0.000,10.275,10.275,9.938
119,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,316,1228,316,1228,640.197,1769.235,438.319,597.676,1713.659,486.114,1.143,107.435,0.000,62.029,32.029,136.731
120,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,0,65,170,617,170,552,633.125,1767.961,496.933,596.471,1713.277,485.765,2.987,107.712,-0.000,31.777,24.381,16.822
120,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,0,931,96,1228,96,297,623.279,1768.143,462.888,596.471,1713.277,485.765,2.987,107.712,-0.000,10.275,10.275,9.938
120,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,983,826,1156,977,173,151,540.728,1772.905,463.000,596.471,1713.277,485.765,2.987,107.712,-0.000,10.275,10.275,9.938
120,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,300,1228,300,1228,640.197,1769.235,438.319,596.471,1713.277,485.765,2.987,107.712,-0.000,62.029,32.029,136.731
121,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,0,88,152,639,152,551,633.125,1767.961,496.933,595.228,1712.877,485.463,4.918,108.001,0.000,31.777,24.381,16.822
121,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,0,958,60,1228,60,270,623.279,1768.143,462.888,595.228,1712.877,485.463,4.918,108.001,0.000,10.275,10.275,9.938
121,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,968,851,1143,1005,175,154,540.728,1772.905,463.000,595.228,1712.877,485.463,4.918,108.001,0.000,10.275,10.275,9.938
121,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,284,1228,284,1228,640.197,1769.235,438.319,595.228,1712.877,485.463,4.918,108.001,0.000,62.029,32.029,136.731
122,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,0,113,133,663,133,550,633.125,1767.961,496.933,593.918,1712.447,485.209,6.968,108.308,-0.000,31.777,24.381,16.822
122,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,0,988,20,1228,20,240,623.279,1768.143,462.888,593.918,1712.447,485.209,6.968,108.308,-0.000,10.275,10.275,9.938
122,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,952,878,1130,1036,178,158,540.728,1772.905,463.000,593.918,1712.447,485.209,6.968,108.308,-0.000,10.275,10.275,9.938
122,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,266,1228,266,1228,640.197,1769.235,438.319,593.918,1712.447,485.209,6.968,108.308,-0.000,62.029,32.029,136.731
123,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,0,139,113,688,113,549,633.125,1767.961,496.933,592.567,1711.996,485.023,9.065,108.628,0.000,31.777,24.381,16.822
123,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,936,907,1116,1070,180,163,540.728,1772.905,463.000,592.567,1711.996,485.023,9.065,108.628,0.000,10.275,10.275,9.938
124,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,0,162,93,711,93,549,633.125,1767.961,496.933,591.342,1711.579,484.920,10.900,108.921,-0.000,31.777,24.381,16.822
124,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,921,934,1103,1101,182,167,540.728,1772.905,463.000,591.342,1711.579,484.920,10.900,108.921,-0.000,10.275,10.275,9.938
125,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,0,186,72,737,72,551,633.125,1767.961,496.933,590.018,1711.122,484.877,12.820,109.241,0.000,31.777,24.381,16.822
125,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,904,964,1089,1137,185,173,540.728,1772.905,463.000,590.018,1711.122,484.877,12.820,109.241,0.000,10.275,10.275,9.938
126,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,0,207,51,759,51,552,633.125,1767.961,496.933,588.827,1710.702,484.898,14.456,109.532,-0.000,31.777,24.381,16.822
126,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,889,991,1076,1169,187,178,540.728,1772.905,463.000,588.827,1710.702,484.898,14.456,109.532,-0.000,10.275,10.275,9.938
127,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,0,230,26,785,26,555,633.125,1767.961,496.933,587.444,1710.207,484.993,16.210,109.875,0.000,31.777,24.381,16.822
127,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,871,1021,1060,1207,189,186,540.728,1772.905,463.000,587.444,1710.207,484.993,16.210,109.875,0.000,10.275,10.275,9.938
128,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,854,1046,1045,1228,191,182,540.728,1772.905,463.000,586.219,1709.761,485.141,17.593,110.182,0.000,10.275,10.275,9.938
129,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,835,1072,1027,1228,192,156,540.728,1772.905,463.000,584.891,1709.268,485.366,18.870,110.519,0.000,10.275,10.275,9.938
130,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,818,1091,1010,1228,192,137,540.728,1772.905,463.000,583.742,1708.835,485.612,19.758,110.814,0.000,10.275,10.275,9.938
131,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,798,1109,989,1228,191,119,540.728,1772.905,463.000,582.429,1708.331,485.950,20.501,111.157,0.000,10.275,10.275,9.938
132,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,778,1121,968,1228,190,107,540.728,1772.905,463.000,581.198,1707.851,486.318,20.910,111.482,0.000,10.275,10.275,9.938
133,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,758,1128,945,1228,187,100,540.728,1772.905,463.000,579.939,1707.351,486.729,21.028,111.820,0.000,10.275,10.275,9.938
134,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,737,1130,922,1228,185,98,540.728,1772.905,463.000,578.725,1706.861,487.157,20.863,112.150,0.000,10.275,10.275,9.938
135,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,714,1127,895,1228,181,101,540.728,1772.905,463.000,577.361,1706.300,487.676,20.357,112.528,0.000,10.275,10.275,9.938
136,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,695,1119,871,1228,176,109,540.728,1772.905,463.000,576.202,1705.816,488.142,19.668,112.854,0.000,10.275,10.275,9.938
137,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,671,1106,843,1228,172,122,540.728,1772.905,463.000,574.869,1705.249,488.700,18.601,113.235,0.000,10.275,10.275,9.938
138,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,652,1091,820,1228,168,137,540.728,1772.905,463.000,573.750,1704.765,489.181,17.499,113.561,0.000,10.275,10.275,9.938
139,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,631,1070,794,1228,163,158,540.728,1772.905,463.000,572.442,1704.189,489.750,16.004,113.948,0.000,10.275,10.275,9.938
140,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,611,1048,770,1228,159,180,540.728,1772.905,463.000,571.225,1703.644,490.273,14.455,114.316,0.000,10.275,10.275,9.938
141,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,593,1026,748,1218,155,192,540.728,1772.905,463.000,570.061,1703.113,490.738,12.867,114.674,0.000,10.275,10.275,9.938
142,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,575,1003,726,1189,151,186,540.728,1772.905,463.000,568.856,1702.555,491.231,11.184,115.052,0.000,10.275,10.275,9.938
143,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,555,978,702,1160,147,182,540.728,1772.905,463.000,567.522,1701.925,491.762,9.372,115.479,0.000,10.275,10.275,9.938
144,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,539,959,683,1136,144,177,540.728,1772.905,463.000,566.408,1701.390,492.192,7.889,115.843,-0.000,10.275,10.275,9.938
145,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,520,938,661,1111,141,173,540.728,1772.905,463.000,565.120,1700.760,492.661,6.255,116.274,0.000,10.275,10.275,9.938
146,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,501,919,640,1089,139,170,540.728,1772.905,463.000,563.840,1700.122,493.083,4.767,116.712,0.000,10.275,10.275,9.938
147,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,485,904,621,1073,136,169,540.728,1772.905,463.000,562.705,1699.546,493.410,3.595,117.110,-0.000,10.275,10.275,9.938
148,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,466,891,601,1057,135,166,540.728,1772.905,463.000,561.483,1698.915,493.703,2.507,117.548,0.000,10.275,10.275,9.938
149,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,449,880,582,1046,133,166,540.728,1772.905,463.000,560.325,1698.305,493.917,1.650,117.974,0.000,10.275,10.275,9.938
150,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,431,872,563,1036,132,164,540.728,1772.905,463.000,559.185,1697.694,494.060,0.964,118.403,0.000,10.275,10.275,9.938
151,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,412,865,544,1028,132,163,540.728,1772.905,463.000,558.041,1697.070,494.130,0.414,118.846,-0.000,10.275,10.275,9.938
152,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,391,858,522,1021,131,163,540.728,1772.905,463.000,556.758,1696.356,494.124,-0.113,119.355,0.000,10.275,10.275,9.938
153,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,370,851,501,1013,131,162,540.728,1772.905,463.000,555.544,1695.666,494.038,-0.563,119.852,-0.000,10.275,10.275,9.938
154,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,350,846,481,1008,131,162,540.728,1772.905,463.000,554.402,1695.004,493.884,-0.837,120.334,0.000,10.275,10.275,9.938
154,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,1181,0,1263,1228,82,1228,468.884,1684.920,475.208,554.402,1695.004,493.884,-0.837,120.334,0.000,12.716,99.903,177.031
155,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,328,844,459,1007,131,163,540.728,1772.905,463.000,553.247,1694.322,493.658,-0.875,120.835,0.000,10.275,10.275,9.938
155,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,1158,0,1240,1228,82,1228,468.884,1684.920,475.208,553.247,1694.322,493.658,-0.875,120.835,0.000,12.716,99.903,177.031
156,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,305,846,437,1010,132,164,540.728,1772.905,463.000,552.094,1693.626,493.368,-0.609,121.351,0.000,10.275,10.275,9.938
156,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,1139,0,1215,1228,76,1228,468.884,1684.920,475.208,552.094,1693.626,493.368,-0.609,121.351,0.000,12.716,99.903,177.031
157,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,281,852,413,1018,132,166,540.728,1772.905,463.000,550.946,1692.920,493.020,0.001,121.881,0.000,10.275,10.275,9.938
157,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,1122,0,1188,1228,66,1228,468.884,1684.920,475.208,550.946,1692.920,493.020,0.001,121.881,0.000,12.716,99.903,177.031
158,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,257,862,391,1030,134,168,540.728,1772.905,463.000,549.922,1692.277,492.668,0.847,122.369,0.000,10.275,10.275,9.938
158,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,1096,0,1177,1228,81,1228,468.884,1684.920,475.208,549.922,1692.277,492.668,0.847,122.369,0.000,12.716,99.903,177.031
159,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,226,879,364,1051,138,172,540.728,1772.905,463.000,548.719,1691.506,492.220,2.200,122.962,0.000,10.275,10.275,9.938
159,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,1064,0,1392,1228,328,1228,468.884,1684.920,475.208,548.719,1691.506,492.220,2.200,122.962,0.000,12.716,99.903,177.031
160,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,196,898,337,1075,141,177,540.728,1772.905,463.000,547.633,1690.794,491.824,3.637,123.516,0.000,10.275,10.275,9.938
160,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,1036,0,1392,1228,356,1228,468.884,1684.920,475.208,547.633,1690.794,491.824,3.637,123.516,0.000,12.716,99.903,177.031
161,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,156,923,305,1107,149,184,540.728,1772.905,463.000,546.430,1689.988,491.382,5.509,124.152,0.000,10.275,10.275,9.938
161,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,1004,0,1392,1228,388,1228,468.884,1684.920,475.208,546.430,1689.988,491.382,5.509,124.152,0.000,12.716,99.903,177.031
162,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,111,953,271,1144,160,191,540.728,1772.905,463.000,545.255,1689.181,490.957,7.571,124.800,0.000,10.275,10.275,9.938
162,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,974,0,1392,1228,418,1228,468.884,1684.920,475.208,545.255,1689.181,490.957,7.571,124.800,0.000,12.716,99.903,177.031
163,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,63,984,235,1185,172,201,540.728,1772.905,463.000,544.148,1688.403,490.573,9.669,125.434,0.000,10.275,10.275,9.938
163,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,947,0,1392,1228,445,1228,468.884,1684.920,475.208,544.148,1688.403,490.573,9.669,125.434,0.000,12.716,99.903,177.031
164,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,12,1017,198,1228,186,211,540.728,1772.905,463.000,543.092,1687.642,490.227,11.761,126.063,0.000,10.275,10.275,9.938
164,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,922,0,1392,1228,470,1228,468.884,1684.920,475.208,543.092,1687.642,490.227,11.761,126.063,0.000,12.716,99.903,177.031
165,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,0,1052,158,1228,158,176,540.728,1772.905,463.000,542.031,1686.860,489.906,13.886,126.721,0.000,10.275,10.275,9.938
165,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,898,0,1392,1228,494,1228,468.884,1684.920,475.208,542.031,1686.860,489.906,13.886,126.721,0.000,12.716,99.903,177.031
166,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,0,1088,114,1228,114,140,540.728,1772.905,463.000,540.968,1686.058,489.619,15.977,127.408,0.000,10.275,10.275,9.938
166,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,876,0,1392,1228,516,1228,468.884,1684.920,475.208,540.968,1686.058,489.619,15.977,127.408,0.000,12.716,99.903,177.031
167,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,0,1123,68,1228,68,105,540.728,1772.905,463.000,539.956,1685.274,489.384,17.846,128.091,-0.000,10.275,10.275,9.938
167,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,855,0,1392,1228,537,1228,468.884,1684.920,475.208,539.956,1685.274,489.384,17.846,128.091,-0.000,12.716,99.903,177.031
168,SM_To_toiletpaper_solo7_150_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,0,1158,18,1228,18,70,540.728,1772.905,463.000,538.840,1684.387,489.182,19.617,128.879,0.000,10.275,10.275,9.938
168,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,833,0,1392,1228,559,1228,468.884,1684.920,475.208,538.840,1684.387,489.182,19.617,128.879,0.000,12.716,99.903,177.031
169,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,813,0,1392,1228,579,1228,468.884,1684.920,475.208,537.811,1683.546,489.038,21.046,129.641,0.000,12.716,99.903,177.031
170,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,792,0,1392,1228,600,1228,468.884,1684.920,475.208,536.735,1682.641,488.933,22.269,130.479,0.000,12.716,99.903,177.031
171,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,773,0,1392,1228,619,1228,468.884,1684.920,475.208,535.725,1681.766,488.882,23.108,131.307,0.000,12.716,99.903,177.031
172,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,754,0,1392,1228,638,1228,468.884,1684.920,475.208,534.728,1680.877,488.879,23.594,132.167,0.000,12.716,99.903,177.031
173,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,735,0,1392,1228,657,1228,468.884,1684.920,475.208,533.774,1680.000,488.923,23.700,133.035,0.000,12.716,99.903,177.031
174,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,716,0,1392,1228,676,1228,468.884,1684.920,475.208,532.784,1679.060,489.019,23.398,133.988,0.000,12.716,99.903,177.031
175,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,695,0,1392,1228,697,1228,468.884,1684.920,475.208,531.836,1678.130,489.149,22.751,134.954,0.000,12.716,99.903,177.031
176,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,632,0,1392,1228,760,1228,468.884,1684.920,475.208,530.807,1677.083,489.338,21.625,136.071,0.000,12.716,99.903,177.031
177,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,584,0,1392,1228,808,1228,468.884,1684.920,475.208,529.923,1676.149,489.542,20.288,137.095,0.000,12.716,99.903,177.031
178,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,542,0,1392,1228,850,1228,468.884,1684.920,475.208,529.033,1675.172,489.787,18.585,138.193,0.000,12.716,99.903,177.031
179,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,504,0,1392,1228,888,1228,468.884,1684.920,475.208,528.080,1674.083,490.094,16.357,139.456,0.000,12.716,99.903,177.031
180,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,479,0,1392,1228,913,1228,468.884,1684.920,475.208,527.283,1673.133,490.386,14.177,140.588,0.000,12.716,99.903,177.031
181,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,373,0,1392,1228,1019,1228,468.884,1684.920,475.208,526.483,1672.137,512.503,15.668,141.908,0.000,12.716,99.903,177.031
182,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,370,0,1392,1228,1022,1228,468.884,1684.920,475.208,525.701,1671.107,512.888,12.026,143.664,-0.000,12.716,99.903,177.031
183,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,372,0,1392,1228,1020,1228,468.884,1684.920,475.208,524.937,1670.035,511.245,8.244,145.322,0.000,12.716,99.903,177.031
184,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,373,0,1392,1228,1019,1228,468.884,1684.920,475.208,524.203,1668.944,509.692,4.444,146.861,0.000,12.716,99.903,177.031
185,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,372,0,1392,1228,1020,1228,468.884,1684.920,475.208,523.430,1667.723,508.253,0.294,148.436,0.000,12.716,99.903,177.031
186,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,321,0,1392,1228,1071,1228,468.884,1684.920,475.208,522.728,1666.548,507.056,-3.545,149.826,0.000,12.716,99.903,177.031
187,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,256,0,1392,1228,1136,1228,468.884,1684.920,475.208,522.042,1665.335,506.015,-7.219,151.155,0.000,12.716,99.903,177.031
188,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,190,0,1392,1228,1202,1228,468.884,1684.920,475.208,521.443,1664.222,505.142,-10.326,152.291,0.000,12.716,99.903,177.031
189,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,109,0,1392,1228,1283,1228,468.884,1684.920,475.208,520.826,1663.018,504.258,-13.379,153.442,0.000,12.716,99.903,177.031
190,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,24,0,1392,1228,1368,1228,468.884,1684.920,475.208,520.251,1661.840,503.461,-15.743,154.501,-0.000,12.716,99.903,177.031
191,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,0,0,1392,1228,1392,1228,468.884,1684.920,475.208,519.662,1660.574,502.684,-17.577,155.575,-0.000,12.716,99.903,177.031
192,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,0,0,1392,1228,1392,1228,468.884,1684.920,475.208,519.599,1660.435,502.603,-17.734,155.689,-0.000,12.716,99.903,177.031
193,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,0,0,1392,1228,1392,1228,468.884,1684.920,475.208,518.590,1658.103,501.286,-19.072,157.510,0.000,12.716,99.903,177.031
194,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,0,0,1392,1228,1392,1228,468.884,1684.920,475.208,518.084,1656.853,500.627,-18.841,158.420,0.000,12.716,99.903,177.031
195,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,0,0,1392,1228,1392,1228,468.884,1684.920,475.208,517.570,1655.521,499.951,-17.940,159.348,0.000,12.716,99.903,177.031
196,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,0,0,1392,1228,1392,1228,468.884,1684.920,475.208,517.116,1654.289,499.311,-16.490,160.172,-0.000,12.716,99.903,177.031
197,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,0,0,1392,1228,1392,1228,468.884,1684.920,475.208,516.678,1653.047,498.675,-14.504,160.973,0.000,12.716,99.903,177.031
198,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,0,0,1392,1228,1392,1228,468.884,1684.920,475.208,516.255,1651.792,498.049,-12.070,161.756,0.000,12.716,99.903,177.031
199,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,0,0,1392,1228,1392,1228,468.884,1684.920,475.208,515.833,1650.481,497.413,-9.159,162.549,-0.000,12.716,99.903,177.031
200,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,0,0,1392,1228,1392,1228,468.884,1684.920,475.208,515.417,1649.125,496.776,-5.864,163.345,-0.000,12.716,99.903,177.031
201,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,0,0,1266,1228,1266,1228,468.884,1684.920,475.208,515.063,1647.915,496.227,-2.781,164.039,0.000,12.716,99.903,177.031
202,BP_To_showercurtain4_2_SM_To_showercurtain,StaticMesh_SM_To_showercurtain,0,0,1185,1228,1185,1228,468.884,1684.920,475.208,514.691,1646.582,495.644,0.666,164.785,0.000,12.716,99.903,177.031
